Code,Title,Is Replaced By,Removed In
Pr_65_52_63_93,Unplasticized polyvinyl chloride alloy (PVC-A) pipes and fittings,Pr_65_52_07_92 Unplasticized polyvinyl chloride alloy (PVC-A) pressure pipes and fittings,2020-07
Pr_65_52_63_94,Vitrified clay perforated pipes and fittings,Pr_65_52_07_94 Vitrified clay perforated below-ground drainage pipes and fittings,2020-07
Pr_65_52_63_95,Vitrified clay plain wall open butt joint pipes and fittings,Pr_65_52_07_96 Vitrified clay plain wall below-ground drainage open butt joint pipes and fittings,2020-07
Pr_65_52_63_96,Vitrified clay plain wall pipes and fittings,Pr_65_52_07_97 Vitrified clay solid wall below-ground drainage pipes and fittings,2020-07
Pr_65_52_63_99,Zinc rainwater pipes and fittings,Pr_65_52_03_99 Zinc rainwater pipes and fittings,2020-07
Pr_65_54_30_09,Carbon dioxide connectors,Pr_65_54_30_33 Gas fire-suppression connectors,2021-07
Pr_65_54_30_30,Firefighting alarm devices,Pr_75_50_20_30 Firefighting alarm devices,2021-10
Pr_65_54_30_65,Pressure gauges and pressure switches,"Pr_65_54_30_35 Gas fire suppression pressure gauges
Pr_65_54_30_36 Gas fire suppression pressure switches",2019-10
Pr_65_54_30_95,Water fire extinguisher leather straps,Pr_40_50_28_95 Water fire extinguisher leather straps,2021-10
Pr_65_54_95_49,Medical gas pressure reducing stations,Pr_65_54_33_52 Medical gas pressure-reducing stations,2018-01
Pr_65_54_95_84,Steel gate valves,Pr_65_54_94_84 Steel gate valves,2023-04
Pr_65_57_96_51,Media water filters,Pr_65_57_95_51 Media water filters,2018-01
Pr_65_65_23_01,Access panels,Pr_65_65_23_20 Duct access panels,2018-01
Pr_65_67_22,Deaerators,Pr_65_52_22 Deaerators,2021-04
Pr_65_67_22_47,Liquid fuel deaerators,Pr_65_52_22_47 Liquid fuel deaerators,2021-04
Pr_65_67_22_66,Pressure differential deaerators,Pr_65_52_22_66 Pressure differential deaerators,2021-04
Pr_65_67_22_88,Temperature differential deaerators,Pr_65_52_22_88 Temperature differential deaerators,2021-04
Pr_65_67_28,Expansion compensators,Pr_65_52_28 Expansion compensators,2021-04
Pr_65_67_28_03,Angular expansion compensators,Pr_65_52_28_03 Angular expansion compensators,2021-04
Pr_65_67_28_05,Axial expansion compensators,Pr_65_52_28_05 Axial expansion compensators,2021-04
Pr_65_67_28_46,Lateral expansion compensators,Pr_65_52_28_46 Lateral expansion compensators,2021-04
Pr_65_67_39_15,Compressed air and water humidifiers,Pr_65_67_39_96 Water atomizing humidifiers,2022-01
Pr_65_67_39_72,Resistance heater humidifiers,Pr_65_67_39_84 Steam humidifiers,2022-01
Pr_65_67_39_92,Ultrasonic humidifiers,Pr_65_67_39_96 Water atomizing humidifiers,2022-01
Pr_65_70_12_93,Underground plastics cable ducts,Pr_65_70_11_62 Plastics ducts for buried electric cables,2019-07
Pr_65_70_15_02,Armoured cable terminations,Pr_65_70_11_34 Cable glands,2018-08
Pr_65_70_36_33,High voltage cable glands,Pr_65_70_11_34 Cable glands,2018-08
Pr_65_70_48_51,Mineral insulation cables,"Pr_65_70_48_41 Heavy-duty mineral-insulated cables
Pr_65_70_48_48 Light-duty mineral-insulated cables",2021-07
Pr_65_72_27_42,Isolation transformers,Pr_65_72_27_75 Safety isolating transformers,2021-01
Pr_65_72_43_96,Voltage transformers,Pr_65_72_43_41 Inductive voltage transformers,2021-10
Pr_65_72_60_23,Double insulator catenary cantilever assemblies,Ss_70_30_60_11 Catenary cantilever overhead line systems,2023-07
Pr_65_72_60_24,Double insulator trolley wire cantilever assemblies,Ss_70_30_60_89 Trolley wire overhead line systems,2023-07
Pr_65_72_60_57,Overhead line contact wires,Pr_65_72_59_57 Overhead line contact wires,2023-07
Pr_65_72_60_77,Single insulator catenary cantilever assemblies,Ss_70_30_60_11 Catenary cantilever overhead line systems,2023-07
Pr_65_72_60_78,Single insulator trolley wire cantilever assemblies,Ss_70_30_60_89 Trolley wire overhead line systems,2023-07
Pr_65_80_42_39,Inclined chairlifts,Pr_65_80_42_15 Chairlifts,2021-10
Pr_65_80_42_42,Inclined standing platforms,Pr_65_80_42_85 Standing platform stairlifts,2021-10
Pr_65_80_42_43,Inclined wheelchair platforms,Pr_65_80_42_97 Wheelchair platform stairlifts,2021-10
Pr_65_80_42_84,Stairlift trolleys,TE_70_50_60_83 Stairclimber trucks,2021-10
Pr_65_80_47_47,Moveable hoists,Pr_65_80_47_53 Moveable hoists,2021-04
Pr_65_80_47_84,Step lifts,Pr_65_80_42_83 Step lifts,2021-10
Pr_70_55_58_90,Top-of-rail friction modifier,Pr_70_55_58_68 Rail friction modifier,2018-01
Pr_70_55_76_34,Geocellular modular plastics storage units,Pr_60_50_96_31 Geocellular modular plastics storage units,2023-04
Pr_70_55_98_28,External drinking fountains,Pr_40_70_15_24 Drinking fountains,2018-01
Pr_70_65_82,Smoke and heat exhaust ventilators,Pr_70_65 Air and fume outlet products,2017-04
Pr_70_65_82_56,Natural smoke and heat exhaust ventilators,Pr_70_65_04_56 Natural smoke and heat exhaust ventilators,2017-04
Pr_70_65_82_64,Powered smoke and heat exhaust ventilators,Pr_65_67_29_64 Powered smoke and heat exhaust ventilators,2017-04
Pr_70_70_47_46,Lighting distribution boxes,Pr_60_70_22_46 Lighting distribution boxes,2018-01
Pr_70_70_47_52,Master distribution boxes,Pr_60_70_22_50 Master distribution boxes,2018-01
Pr_70_70_47_75,Safety isolating transformers,Pr_65_72_27_75 Safety isolating transformers,2021-01
Pr_70_70_47_79,Slave distribution boxes,Pr_60_70_22_79 Slave distribution boxes,2018-01
Pr_70_70_48_46,Light emitting diode (LED) luminaires,Pr_70_70_46_44 Light-emitting diode (LED) lamps,2019-10
Pr_70_75_36_36,Headphones,Pr_70_75_06_36 Headphones,2020-01
Pr_70_75_36_37,Headsets,Pr_70_75_06_37 Headsets,2020-01
Pr_70_75_36_50,Loudspeakers,Pr_70_75_06_50 Loudspeakers,2020-01
Pr_70_75_36_51,Loudspeaker end of line units,Pr_70_75_06_51 Loudspeaker end-of-line units,2020-01
Pr_70_75_36_64,Portable communicators,Pr_75_75_04_73 Portable communicators,2020-01
Pr_70_75_50,Marine signals and indicators,Pr_40_10_90 Water and navigation aids,2019-10
Pr_70_75_50_56,Navigation signal buoys,Pr_40_10_90_10 Buoys,2019-10
Pr_70_75_52_88,Tilt sensor nodes,Pr_75_50_76_87 Tilt sensor nodes,2020-04
Pr_70_75_72_51,Motorway signal mark 1,Pr_70_75_72_50 Motorway lane signals,2021-07
Pr_70_75_72_53,Motorway signal mark 3,Pr_70_75_72_50 Motorway lane signals,2021-07
Pr_70_75_72_54,Motorway signal mark 4,Pr_70_75_72_50 Motorway lane signals,2021-07
Pr_75_50_02_21,Damper actuators,Pr_75_50_02_53 Motor-driven damper actuators,2023-04
Pr_75_50_02_94,Valve actuators,Pr_75_50_02_54 Motor-driven valve actuators,2023-04
Pr_75_50_18_02,Alarms,Pr_75_50_20_02 Alarms,2020-04
Pr_75_50_18_13,Chain actuators,Pr_75_50_02_13 Chain actuators,2020-04
Pr_75_50_18_15,Compressed air master controllers,Pr_75_50_20_15 Compressed air master controllers,2020-04
Pr_75_50_18_21,Damper actuators,Pr_75_50_02_53 Motor-driven damper actuators,2020-04
Pr_75_50_18_29,Field controllers,Pr_75_50_20_29 Field controllers,2020-04
Pr_75_50_18_34,Gas dose regulators,Pr_75_50_20_34 Gas dose regulators,2020-04
Pr_75_50_18_46,Linear actuators,Pr_75_50_02_46 Linear actuators,2020-04
Pr_75_50_18_70,Programmers,Pr_75_50_20_70 Programmers,2020-04
Pr_75_50_18_94,Valve actuators,Pr_75_50_02_54 Motor-driven valve actuators,2020-04
Pr_75_50_18_96,Water display controls,Pr_75_50_20_96 Water display controls,2020-04
Pr_75_50_18_98,Water quality controllers,Pr_75_50_20_98 Water quality controllers,2020-04
Pr_75_50_18_99,Wind-operated water display control devices,Pr_75_50_20_99 Wind-operated water display control devices,2020-04
Pr_75_50_33_28,Extinguishing control panels,Pr_75_50_33_33 Gas fire-extinguishing control panels,2021-07
Pr_75_50_47_96,Water level gauge boards,Pr_80_51_70_96 Water level gauge boards,2021-04
Pr_75_50_76_69,Proximity sensors and control units,Pr_75_50_76_58 Occupancy detectors,2020-10
Pr_75_75_04_00,Assistance call acoustic hoods,Pr_70_75_88_01 Acoustic hoods,2021-07
Pr_75_75_04_01,Assistance call indicator units,Pr_75_75_04_25 Emergency assistance call indicator units,2021-07
Pr_75_75_04_02,Assistance call power supply units,Pr_75_75_04_26 Emergency call power supply units,2021-07
Pr_75_75_04_03,Assistance call press button units,Pr_75_75_04_27 Emergency assistance call press-button units,2021-07
Pr_75_75_04_04,Assistance call pull cord units,Pr_75_75_04_28 Emergency assistance call pull cord units,2021-07
Pr_75_75_04_05,Assistance call reset units,Pr_75_75_04_29 Emergency assistance call reset units,2021-07
Pr_75_75_15,Computers and peripherals,Pr_70_75_15 Computers and peripherals,2021-01
Pr_75_75_15_11,Card printers,Pr_70_75_15_11 Card printers,2021-01
Pr_75_75_15_14,Combined photocopier-printer-scanners,Pr_70_75_15_14 Combined photocopier-printer-scanners,2021-01
Pr_75_75_15_15,Computer keyboards,Pr_70_75_15_15 Computer keyboards,2021-01
Pr_75_75_15_16,Computer monitors,Pr_70_75_15_16 Computer monitors,2021-01
Pr_75_75_15_17,Computer mice,Pr_70_75_15_17 Computer mice,2021-01
Pr_75_75_15_21,Desktop computers,Pr_70_75_15_21 Desktop computers,2021-01
Pr_75_75_15_22,Digital cameras,Pr_70_75_15_22 Digital cameras,2021-01
Pr_75_75_15_24,Display screen monitors,Pr_70_75_15_24 Display screen monitors,2021-01
Pr_75_75_15_36,Hard disk drives,Pr_70_75_15_36 Hard disk drives,2021-01
Pr_75_75_15_45,Keyboard extenders,Pr_70_75_15_45 Keyboard extenders,2021-01
Pr_75_75_15_46,Laptop computers,Pr_70_75_15_46 Laptop computers,2021-01
Pr_75_75_15_63,Photocopiers,Pr_70_75_15_63 Photocopiers,2021-01
Pr_75_75_15_66,Printers,Pr_70_75_15_66 Printers,2021-01
Pr_75_75_15_76,Scanners,Pr_70_75_15_76 Scanners,2021-01
Pr_75_75_15_80,Servers,Pr_70_75_15_80 Servers,2021-01
Pr_75_75_15_84,Slot card cages,Pr_70_75_15_84 Slot card cages,2021-01
Pr_75_75_15_87,Tablet computers,Pr_70_75_15_87 Tablet computers,2021-01
Pr_75_75_15_90,Touchscreen monitors,Pr_70_75_15_90 Touchscreen monitors,2021-01
Pr_75_75_27,Electronic access control products,Pr_75_30_30 Electronic access control and recording products,2021-01
Pr_75_75_27_01,Access control digital keypads – stand-alone,Pr_75_30_30_01 Access control digital keypads – stand-alone,2021-01
Pr_75_75_27_03,Access control units,Pr_75_30_30_03 Access control units,2021-01
Pr_75_75_27_05,Active proximity devices,Pr_75_30_30_05 Active proximity devices,2021-01
Pr_75_75_27_07,Biometric fingerprint readers,Pr_75_30_30_07 Biometric fingerprint readers,2021-01
Pr_75_75_27_08,Biometric hand geometry readers,Pr_75_30_30_08 Biometric hand geometry readers,2021-01
Pr_75_75_27_23,Door status monitoring devices,Pr_75_30_30_23 Door status monitoring devices,2021-01
Pr_75_75_27_27,Emergency door release break glass units,Pr_75_30_30_27 Emergency door release break glass units,2021-01
Pr_75_75_27_28,Emergency door release mechanisms,Pr_75_30_30_28 Emergency door release mechanisms,2021-01
Pr_75_75_27_42,Intercom entrance panels,Pr_75_30_30_42 Intercom entrance panels,2021-01
Pr_75_75_27_43,Intercom remote handsets,Pr_75_30_30_43 Intercom remote handsets,2021-01
Pr_75_75_27_44,Intercom servers,Pr_75_30_30_44 Intercom servers,2021-01
Pr_75_75_27_50,Magnetic swipe card readers,Pr_75_30_30_50 Magnetic swipe card readers,2021-01
Pr_75_75_27_51,Magnetic swipe cards,Pr_75_30_30_51 Magnetic swipe cards,2021-01
Pr_75_75_27_55,Multiple-technology cards,Pr_75_30_30_55 Multiple-technology cards,2021-01
Pr_75_75_27_57,Multiple-technology readers,Pr_75_30_30_57 Multiple-technology readers,2021-01
Pr_75_75_27_60,Passive proximity devices,Pr_75_30_30_60 Passive proximity devices,2021-01
Pr_75_75_27_67,Proximity card readers,Pr_75_30_30_67 Proximity card readers,2021-01
Pr_75_75_27_68,Proximity cards,Pr_75_30_30_68 Proximity cards,2021-01
Pr_75_75_27_71,Request-to-exit buttons,Pr_75_30_30_71 Request-to-exit buttons,2021-01
Pr_75_75_27_72,Request-to-exit detectors,Pr_75_30_30_72 Request-to-exit detectors,2021-01
Pr_75_75_27_80,Smart card readers and writers,Pr_75_30_30_80 Smart card readers and writers,2021-01
Pr_75_75_27_82,Smart devices,Pr_75_30_30_82 Smart devices,2021-01
Pr_75_75_30,Fire alarm detection devices and control equipment,Pr_75_80_30 Fire detection and alarm devices and control equipment,2021-01
Pr_75_75_30_01,Aspirating sampling pipes,Pr_75_80_30_01 Aspirating sampling pipes,2021-01
Pr_75_75_30_02,Aspirating sampling points,Pr_75_80_30_02 Aspirating sampling points,2021-01
Pr_75_75_30_03,Aspirating smoke detectors,Pr_75_80_30_03 Aspirating smoke detectors,2021-01
Pr_75_75_30_04,Aspirating smoke detector units,Pr_75_80_30_04 Aspirating smoke detector units,2021-01
Pr_75_75_30_13,Carbon monoxide and heat multi-sensor detectors,Pr_75_80_30_13 Carbon monoxide and heat multi-sensor detectors,2021-01
Pr_75_75_30_15,Combined smoke and heat detectors,Pr_75_80_30_15 Combined smoke and heat detectors,2021-01
Pr_75_75_30_20,Domestic smoke and carbon monoxide detectors,Pr_75_80_30_20 Domestic smoke and carbon monoxide alarms,2021-01
Pr_75_75_30_22,Duct smoke detectors,Pr_75_80_30_22 Duct smoke detectors,2021-01
Pr_75_75_30_28,Fire alarm input and output modules,Pr_75_80_30_28 Fire alarm input and output modules,2021-01
Pr_75_75_30_29,Fire alarm panels,Pr_75_80_30_29 Fire alarm panels,2021-01
Pr_75_75_30_30,Fire alarm sounders,Pr_75_80_30_30 Fire alarm sounders,2021-01
Pr_75_75_30_31,Fire detection and alarm power supply equipment,Pr_75_80_30_31 Fire detection and alarm power supply equipment,2021-01
Pr_75_75_30_37,Heat alarms,Pr_75_80_30_37 Heat alarms,2021-01
Pr_75_75_30_41,Interface panels,Pr_75_80_30_41 Interface panels,2021-01
Pr_75_75_30_47,Linear heat detectors,Pr_75_80_30_47 Linear heat detectors,2021-01
Pr_75_75_30_50,Manual call points,Pr_75_80_30_50 Manual call points,2021-01
Pr_75_75_30_52,Mimic alarm panels,Pr_75_80_30_52 Mimic fire alarm panels,2021-01
Pr_75_75_30_55,Multi-sensor detectors,Pr_75_80_30_55 Multi-sensor detectors,2021-01
Pr_75_75_30_59,Optical beam smoke detectors,Pr_75_80_30_59 Optical beam smoke detectors,2021-01
Pr_75_75_30_63,Point flame detectors,Pr_75_80_30_63 Point flame detectors,2021-01
Pr_75_75_30_64,Point heat detectors,Pr_75_80_30_64 Point heat detectors,2021-01
Pr_75_75_30_65,Point smoke detectors,Pr_75_80_30_65 Point smoke detectors,2021-01
Pr_75_75_30_70,Radio-linked interface modules,Pr_75_80_30_70 Radio-linked interface modules,2021-01
Pr_75_75_30_71,Remote indicators,Pr_75_80_30_71 Remote indicators,2021-01
Pr_75_75_30_77,Short-circuit isolators,Pr_75_80_30_77 Short circuit isolators,2021-01
Pr_75_75_30_80,Smoke alarms,Pr_75_80_30_80 Smoke alarms,2021-01
Pr_75_75_30_81,Smoke and carbon monoxide multi-sensor detectors,Pr_75_80_30_81 Smoke and carbon monoxide multi-sensor detectors,2021-01
Pr_75_75_30_82,Smoke and heat multi-sensor detectors,Pr_75_80_30_82 Smoke and heat multi-sensor detectors,2021-01
Pr_75_75_30_94,Vibrating pillow pads,Pr_75_80_30_94 Vibrating pillow pads,2021-01
Pr_75_75_30_95,Vibrating radio pager transmitters,Pr_75_80_30_95 Vibrating radio pager transmitters,2021-01
Pr_75_75_30_96,Vibrating radio pagers,Pr_75_80_30_96 Vibrating radio pagers,2021-01
Pr_75_75_30_97,Visual alarm signal devices,Pr_75_80_30_97 Visual alarm signal devices,2021-01
Pr_75_75_30_98,Voice alarm control panels,Pr_75_80_30_98 Voice alarm control panels,2021-01
Pr_75_75_32,Foreign object debris (FOD) detection equipment,Pr_75_80_32 Foreign object debris (FOD) detection equipment,2021-01
Pr_75_75_32_27,Electro-optical FOD detection equipment,Pr_75_80_32_27 Electro-optical FOD detection equipment,2021-01
Pr_75_75_32_39,Hybrid FOD detection equipment,Pr_75_80_32_39 Hybrid FOD detection equipment,2021-01
Pr_75_75_32_70,Radar FOD detection equipment,Pr_75_80_32_70 Radar FOD detection equipment,2021-01
Pr_75_75_42,Intruder detection and alarm devices and control equipment,Pr_75_80_42 Intrusion and hold-up alarm devices and control equipment,2021-01
Pr_75_75_42_02,Acoustic detectors,Pr_75_80_42_02 Glass break detectors,2021-01
Pr_75_75_42_08,Beam interruption detectors,Pr_75_80_42_08 Beam interruption detectors,2021-01
Pr_75_75_42_11,Capacitive proximity detectors,Pr_75_80_42_11 Capacitive proximity detectors,2021-01
Pr_75_75_42_16,Combined passive infrared and microwave detectors,Pr_75_80_42_16 Combined passive infrared and microwave movement detectors,2021-01
Pr_75_75_42_17,Combined passive infrared and ultrasonic detectors,Pr_75_80_42_17 Combined passive infrared and ultrasonic movement detectors,2021-01
Pr_75_75_42_22,Deliberately operated intruder alarm devices,Pr_75_80_42_22 Deliberately operated intrusion and hold-up alarm devices,2021-01
Pr_75_75_42_24,Door beam intruder detectors,Pr_75_80_42_24 Door beam intruder detectors,2021-01
Pr_75_75_42_28,External intruder alarm sounders,Pr_75_80_42_28 Intrusion and hold-up alarm external warning devices,2021-01
Pr_75_75_42_40,Internal electronic intruder alarm sounders,Pr_75_80_42_40 Intrusion and hold-up alarm internal warning devices,2021-01
Pr_75_75_42_41,Intruder alarm panels,Pr_75_80_42_41 Intrusion and hold-up alarm panels,2021-01
Pr_75_75_42_42,Intruder alarm remote keypads,Pr_75_80_42_42 Intrusion and hold-up alarm remote keypads,2021-01
Pr_75_75_42_52,Microwave detectors,Pr_75_80_42_52 Microwave movement detectors,2021-01
Pr_75_75_42_60,Passive infrared detectors,Pr_75_80_42_60 Passive infrared movement detectors,2021-01
Pr_75_75_42_67,Protective switches,Pr_75_80_42_67 Protective switches,2021-01
Pr_75_75_42_77,Security fog devices,Pr_75_80_42_77 Security fog devices,2021-01
Pr_75_75_42_92,Ultrasonic movement detectors,Pr_75_80_42_92 Ultrasonic movement detectors,2021-01
Pr_75_75_42_94,Vibrating intruder alarm pagers,Pr_75_80_42_94 Vibrating intruder alarm pagers,2021-01
Pr_75_75_42_95,Vibration detectors,Pr_75_80_42_95 Vibration detectors,2021-01
Pr_75_75_42_96,Volumetric capacitive detectors,Pr_75_80_42_96 Volumetric capacitive detectors,2021-01
Pr_75_75_50,Monitoring system control products,Pr_75_80_50 Monitoring system control products,2021-01
Pr_75_75_50_02,Alarm interface units,Pr_75_80_50_02 Alarm interface units,2021-01
Pr_75_75_50_11,Camera control units,Pr_75_80_50_11 Camera control units,2021-01
Pr_75_75_50_14,Camera power supply units,Pr_75_80_50_14 Camera power supply units,2021-01
Pr_75_75_50_22,Demagnetizers,Pr_75_80_50_22 Demagnetizers,2021-01
Pr_75_75_50_55,Multiplexers,Pr_75_80_50_55 Multiplexers,2021-01
Pr_75_75_50_60,Patch panels,Pr_75_80_50_60 Patch panels,2021-01
Pr_75_75_50_70,Radio frequency (RF) modulators,Pr_75_80_50_70 Radio frequency (RF) modulators,2021-01
Pr_75_75_50_72,Radio frequency identification (RFID) tags,Pr_75_80_50_72 Radio frequency identification (RFID) tags,2021-01
Pr_75_75_50_94,Video input cards,Pr_75_80_50_94 Video input cards,2021-01
Pr_75_75_50_95,Video matrix switch controllers,Pr_75_80_50_95 Video matrix switch controllers,2021-01
Pr_75_75_50_96,Video output cards,Pr_75_80_50_96 Video output cards,2021-01
Pr_75_75_60,Passport control products,Pr_75_80_60 Passport control products,2021-01
Pr_75_75_60_07,Biometric facial recognition products,Pr_75_80_60_07 Biometric facial recognition products,2021-01
Pr_75_75_60_08,Biometric iris recognition products,Pr_75_80_60_08 Biometric iris recognition products,2021-01
Pr_75_75_60_60,Passport readers,Pr_75_80_60_60 Passport readers,2021-01
Pr_75_75_75,Security screening products,Pr_75_80_75 Security screening products,2021-01
Pr_75_75_75_01,Advanced cabin baggage x-ray scanners,Pr_75_80_75_01 Advanced cabin baggage x-ray scanners,2021-01
Pr_75_75_75_06,Back scatter x-ray security scanners,Pr_75_80_75_06 Back scatter x-ray security scanners,2021-01
Pr_75_75_75_28,Explosive trace detection equipment,Pr_75_80_75_28 Explosive trace detection equipment,2021-01
Pr_75_75_75_47,Liquid explosive detection equipment,Pr_75_80_75_47 Liquid explosive detection equipment,2021-01
Pr_75_75_75_52,Millimetre wave security scanners,Pr_75_80_75_52 Millimetre wave security scanners,2021-01
Pr_75_75_75_96,Walk-through metal detectors,Pr_75_80_75_96 Walk-through metal detectors,2021-01
Pr_80_51_46_95,Vortex flow meters,Pr_80_51_46_96 Vortex flowmeters,2018-01
Pr_80_51_51_05,Anemometers,Pr_75_50_52_03 Anemometers,2018-01
Pr_80_51_51_21,Differential pressure flowmeters,Pr_80_51_46_21 Differential pressure flowmeters,2021-01
Pr_80_51_51_26,Electromagnetic flow meters,Pr_80_51_46_27 Electromagnetic flowmeters,2018-01
Pr_80_51_51_50,Mass flowmeters,Pr_80_51_46_50 Mass flowmeters,2021-04
Pr_80_51_51_92,Ultrasonic flowmeters,Pr_80_51_46_92 Ultrasonic flowmeters,2021-04
Pr_80_51_51_94,Variable area flowmeters,Pr_80_51_46_94 Variable area flowmeters,2021-04
Pr_80_51_51_95,Voltage transformers,Pr_65_72_43_41 Inductive voltage transformers,2018-01
Pr_80_51_51_96,Vortex flowmeters,Pr_80_51_46_96 Vortex flowmeters,2021-04
Pr_80_77_27_78,Services supports,Pr_80_77_27_15 Channel supports,2018-08
Pr_85_51_87,Textile milling products,Pr_40_70_66 Process equipment,2021-01
SL_20_65_08,Briefing rooms,SL_20_15_15 Confidential meetings rooms,2017-01
SL_25_10_59,Open-sided classbases,SL_25_10_77 Semi-open classbases,2021-04
SL_25_40_80,Small group rooms,SL_25_75_80 Small group rooms,2021-04
SL_30_85_97,Wet docks,En_30_85_97 Wet docks,2021-07
SL_32_50_46,Landing stages,En_32_50_46 Landing stages,2018-01
SL_32_60,Marine and waterside spaces,En_32_50 Marine and waterside entities,2021-07
SL_32_60_06,Beaches,En_32_65_06 Beaches,2021-07
SL_32_60_55,Mudflats,En_32_65_55 Mudflats,2021-07
SL_32_60_65,Pontoons,En_32_50_65 Pontoons,2021-07
SL_32_60_75,Saltmarshes,Co_32_65_75 Salt marshes,2017-01
SL_32_60_76,Sand dunes,En_32_65_75 Sand dunes,2021-07
SL_32_65_37,Heathlands,En_32_65_37 Heathlands,2021-07
SL_32_65_50,Marshes and wet grasslands,En_32_65_50 Marshes and wet grasslands,2021-07
SL_32_65_51,Meadows,En_32_65_51 Meadows,2021-07
SL_32_65_53,Moorlands,En_32_65_53 Moorlands,2021-07
SL_32_65_59,Open grasslands,En_32_65_59 Open grasslands,2021-07
SL_32_65_73,Rocks and screes,En_32_65_73 Rocks and screes,2021-07
SL_32_65_76,Scrub,En_32_65_76 Scrub,2021-07
SL_32_65_78,Seasonal wetlands,Co_32_65_79 Seasonal wetlands,2018-01
SL_32_65_82,Species-rich grassland,En_32_65_82 Species-rich grassland,2021-07
SL_32_65_95,Washland,En_32_65_95 Washland,2021-07
SL_32_85_69,Quay stems,SL_32_50_69 Quay stems,2021-04
SL_35_80_02,Adult changing rooms,SL_35_80_39 Hygiene rooms,2021-07
SL_35_85_84,Stables,SL_35_85_83 Stables,2017-01
SL_40_05_61,Playgrounds,SL_40_55_61 Playgrounds,2021-04
SL_40_60_55,Music recording studios,SL_40_60_78 Sound recording studios,2017-01
SL_40_65_55,Music recording control booths,SL_40_65_70 Recording control spaces,2017-01
SL_42_15_42,Indoor sports courts and pitches,SL_42_40_42 Indoor sports courts,2021-07
SL_42_85_83,Swimming pools,SL_42_85_59 Outdoor swimming pools,2021-07
SL_50_20_10,Wet waste collection spaces,SL_50_20 Non-aqueous waste collection spaces,2018-04
SL_50_35,Drainage collection locations,SL_50_25 Drainage collection locations,2020-07
SL_50_35_36,Grip inlets,SL_50_25_36 Grip inlets,2020-07
SL_50_35_41,Inlet discharge,SL_50_25_41 Inlet discharge,2020-07
SL_50_35_59,Outlet discharge,SL_50_25_59 Outlet discharge,2020-07
SL_50_60_26,Effluent tanks,SL_50_75_26 Effluent outfalls,2021-07
SL_50_60_28,Evaporation ponds,SL_50_75_28 Evaporation ponds,2021-07
SL_50_60_97,Wet waste storage spaces,SL_50_60 Non-aqueous waste treatment and disposal spaces,2021-07
SL_50_75_01,Aeration tanks,Pr_60_50_96 Water storage products,2023-01
SL_50_75_22,Disinfection channels,Pr_65_52_24 Drainage gullies and channels,2023-01
SL_50_75_40,Wastewater treatment spaces,SL_50_75 Wastewater treatment and disposal spaces,2021-07
SL_50_75_70,Wastewater disposal spaces,SL_50_75 Wastewater treatment and disposal spaces,2021-07
SL_50_75_76,Sludge grit chambers,Pr_65_52_01 Access and inspection chambers and gullies,2023-01
SL_50_75_79,Sludge primary clarifier tanks,Pr_60_50_96 Water storage products,2023-01
SL_50_75_82,Sludge screenings,Pr_60_45_93 Wastewater screenings treatment products,2023-01
SL_50_75_83,Sludge secondary clarifier tanks,Pr_60_50_96 Water storage products,2023-01
SL_50_90,Radioactive waste disposal spaces,SL_30_20 Nuclear and chemical management spaces,2016-10
SL_70_30_35,Chimneys,EF_37_17_15 Chimneys,2021-10
SL_70_30_35,High-voltage electricity substation chambers,SL_70_20_35 High-voltage electricity substation chambers,2023-10
SL_75_10_75,Server rooms,SL_75_10_21 Communications equipment rooms,2017-01
SL_80_10_33,Gangways,SL_80_10_80 Ship gangways,2019-07
SL_80_50_64,Platforms,En_80_50_58 Platforms,2018-08
SL_80_50_75,Railway tracks,EF_80_70 Rail tracks,2017-01
SL_80_60,Rail maintenance spaces,SL_80_50 Railway spaces,2018-08
SL_80_60_11,Carriage cleaning spaces,SL_80_50_11 Carriage cleaning spaces,2018-08
SL_80_60_26,Engine fuelling areas,SL_80_50_26 Engine fuelling areas,2018-08
SL_80_60_27,Engine inspection pits,SL_80_50_27 Engine inspection pits,2018-08
SL_80_60_28,Engine servicing areas,SL_80_50_28 Engine servicing areas,2018-08
SL_80_60_29,Engine wash areas,SL_80_50_29 Engine wash areas,2018-08
SL_80_60_70,Rail repair spaces,SL_80_50_70 Rail repair spaces,2018-08
SL_80_60_95,Wagon decontamination spaces,SL_80_50_95 Wagon decontamination spaces,2018-08
SL_80_60_97,Wagon maintenance spaces,SL_80_50_97 Wagon maintenance spaces,2018-08
SL_80_98_01,Access spaces,SL_90_60_01 Access spaces,2018-01
SL_90_10_30,Fire stairways,SL_20_90_28 Firefighting stairs,2019-04
SL_90_50_24,Dry waste storage spaces,SL_50_40_24 Dry waste storage spaces,2020-07
SL_90_50_26,Effluent tanks,"En_50_75 Wastewater storage, treatment and disposal entities",2020-07
SL_90_50_32,Fuel storage areas,SL_55_50_32 Fuel storage areas,2020-07
SL_90_50_34,Gas storage spaces,SL_55_20_34 Gas storage spaces,2020-07
SL_90_50_58,Oil storage spaces,SL_55_50_58 Oil storage spaces,2020-07
SL_90_50_70,Storage silos,SL_90_50_85 Storage silos,2021-04
SL_90_50_72,Storage tanks,SL_90_50_86 Storage tanks,2021-04
SL_90_50_94,Waste gas storage spaces,SL_50_10_94 Waste gas storage spaces,2020-07
